text,label
اول مره في حياتي اربي حيوان كانت قطه وبصراحه منت جيباها علي اساس اني مفكره ان عندي فوبيا منهم او عايزه اعرف انا ليه مش من البنات اللي لما يشوفوا قطه ينزلولها عشان يلعبوا معاها و لا حتي ب اخاف منهم فمكنتش عارفه انا ايه علاقتي ب يهم ب الظبط لحد ما جبت فعلا قطه وقعدت معايا اسبوع واحد بس,"['acceptance', 'sadness']"
# كانت _ سنة عيونا زرق و حلوة كتير,['acceptance']
لو ارادت السعودية ان ينفذ اتفاق الرياض بشقيه السياسي والعسكري خلال 24 ساعة ، لنفذ خلال 24 ساعة .,['anticipation']
و شلون بس شلون اللي حسبته عون ؟,['surprise']
يا ربي وش هالجوع اللي دايم احس ف يه,['sadness']
سؤال : كيف نضيف مطاعم جديدة في قيم ? اشتركت ودورت يمين شمال ماني لاقية :$,['surprise']
بقدر ماتغفر وتتجاهل وتحاور وتنصت بحب ل لطرف الاخر وتشعره بحاجتك اليه يعيش الحب ويفيض على الاخرين,['acceptance']
و لو بلغ حزني للسماء انا دائما ب خير .,['acceptance']
اعتقد العالم هيبقي الطف لو الإنسان اقتنع انه مش عضو لجنة تحكيم الدنيا وقعد ساكت .,"['anticipation', 'acceptance']"
جالس مع اصدقائي في منطقة سيلين ، الجو رائع,['acceptance']
انا خوفي من عتم الليل و الليل حرامي يا حبيبي تعا قبل الليل ويا عيني لا تنامي ..,"['love', 'fear']"
امي فاتحه الواتس ب جوالي و تقول كيف من امس محد كلمك ؟ حتى امي حست اني وحيد,['sadness']
هتقولي ريدبل و ليون في النهائي ده يبقى كسم البضان,['disgust']
لا يالخبيث المخبث ... 99 عام بس ؟‼️ يفترض ان يلقون بك الى جوج ومأجوج كي يمتصو دمك ثم يمزقونك 😡,"['anger', 'disgust']"
forum _ عفوا ل طلبة الفرقة الاولى بس اللى رايحين تانية,['neutral']
انا لازم اخد موقف من موضوع الأكل ده المشكله ان اقرب ناس ليك لما تحب تاكل تكلمك و انت معاهم كده الشهيه تلاقيها اتفتحت مره واحد الاكل يا خونا,['sadness']
اما عاد متى اعطينا معلومات اكثر 🤔🏃‍♀️,['surprise']
# ديوث خالتي هدى تصبح عليكم بتوقيته من الفندق,['neutral']
رجل الاعمال الدكتورخالد المطاعني يتحدث لصحيفة اثير الالكترونية عن مول الفراهيدي و يقول ان مشروع الفراهيدي يوفر اسعارا تنافسية وعوائد استثمارية 13 % ل متابعة الحوار,['neutral']
انتهى عرض الاتصالات ل لرسائل المجانيه = نرتاح من ازعاج المسجات اللي ما ل ها سنع,['disgust']
تخيل من كثر ما ودي تعانقني انا فارد لك ايديني من البارح .,"['love', 'acceptance']"
هوانا لاصوت لاصدي .... انتهي المشوار,['sadness']
ما اتحسف على شي انهيته برغبتي ابدا .,['acceptance']
احلى كلمه سمعتها هاليومين \ عقبال المحل .. حبييلك ودي من يرسل لك هق :*,['acceptance']
و قولتلها سامحتك بس ما كنت اعنيها,['sadness']
بالأمس كانوا معي و اليوم قد رحلوا وتركوني في ارض الطف حيرانا نذر علي ل ئن عادوا و ان رجعوا لأذبحن ل وجه الله قربانا # يا _ حسين,['sadness']
لكن التيار الكهربائي متردد ، كما انه يقطع يوميا لست او ل ثماني ساعات على الأقل ، و لا خير في متردد لا يستمر,['disgust']
[dcgall] 20022 يو جيمين لا زالت في “ رأيتها اليوم امام مركز المشاهير في ابقوجونق عندما خرجت من سيارة الأجرة . يبدو ان الصور سيتم الإفراج عنها اليوم . ” eng : miss _ feuille,['neutral']
و حالا به ادامه ي فيلم توجه بفرمايم,['neutral']
حرام الألوان دى تترمى كدا 😂😂 ساعت زمن وجاى 💃💃😂😂,"['joy', 'sadness']"
يا ساتر يا ساتر 😭😭 هه,['fear']
الازهر يحسم الجدل : انا مفيش فايدة فيا,['sadness']
مسا الخير عليكم جميعا ..... ما زالت الخدمة متوقفة عندي,['neutral']
اذكر اني كنت احبك قبل ما اعرفك واشوفك ، و اذكر اني كنت اموت الفيين مره و انت لاهي .. ??( ❤️ ) .,"['love', 'sadness']"
#_ الدمام يقول البدر : يوم شافها متضايقة من الغيرة قال : تغارين ؟ سمي من بغيتي ابعده ؟❤️,"['love', 'anticipation']"
لو الف الدنيا ما القى مثل ربيعاتي اطيح و يساعدوني و هم يضحكون,"['joy', 'acceptance']"
* ليست كل امرأة يمكن استبدالها بأخرى .... ؟* * هناك امرأة لو ضاعت منك وفرطت ب ها * * ف لن تجد من يشبهها * * سوف تمضي بقية حياتك تجمع بقايا صورتها من الف امرأة اخرى * * لكنك لن تتمكن من جمعها لتعوض غيابها .. * 🍃🌺🍃🌺 تصبحون على خير و على واقع جميل ب اذن الله ❤🌺,"['anticipation', 'acceptance']"
"كل عام و الشعب السعودي في حال احسن ب اذن الله ,,",['acceptance']
انت غيمة و صعب توصلها الأيادي ♥ ️ .,"['acceptance', 'sadness']"
اجوف اسمي بين السطور 🥺 . و صرت ما احب هالشي ف يني و احاول اغير 🤷‍♀️,['disgust']
ميخواستي منو ضايع كني ايشالا توىىتر حالتو بكيره ٫ اسمايلي نفرين افراد مسن !,['neutral']
. قمة الإزعاج : الصمت الذي تريده ان يتكلم ! .,['disgust']
من اجل مواصلة نشر الرعب بين المدنيين والتغطية على هزائمه الكثيرة ، كان تنظيم داعش يسرع في تبني اي تفجير . # الدولة _ الإسلامية # والعاقبة _ ل لمتقين ',"['fear', 'anger']"
مالسر المكنون في ذلك القمر الذي يجعل ابتسامتي ترتسم على وجههي كلما رأيته ب جميع حالاته من يوم ولادته لنهاييتةة ! احقا ل انه يششبه حبيبي تماما,"['love', 'acceptance']"
﴿ انما وليكم الله و رسوله و الذين امنوا الذين يقيمون الصلاة ويؤتون الزكاة وهم راكعون ۝ و من يتول الله و رسوله و الذين امنوا ف ان حزب الله هم الغالبون ﴾ [ المائدة : 55-56 ],"['anticipation', 'acceptance']"
اختي طلبت من جريدة .. قلت ل ها ليش .. تقول .. كولاج .. وانلحس مخ البطل .. وش هالكولاج يا عالم .. ابي اشوفه < _<,"['joy', 'surprise']"
مجموعة صور عالية الجودة ل ssassins reed 2 ب حجم 22 ميجا بتحميل مباشر على 23 سيرفر :,['neutral']
يا ايها الذين امنوا لا يحل ل كم ان تر ‌ ثوا النساء كر ‌ ها ۖ و لا تعضلوهن لتذهبوا ب بعض ما اتيتموهن الا ان يأتين بفاحشة مبينة ۚ وعاشر ‌ وهن ب المعر ‌ وف ۚ ف ان كر ‌ هتموهن فعسى ان تكر ‌ هوا شيئا و يجعل الله ف يه خير ‌ ا كثير ‌ ا ﴿ 1 9 ﴾ -- النساء # uran,"['anticipation', 'acceptance']"
انا لاقلت ياحضي تعدل قالي بعدين و بعدين طول و يمكن الحض كذاب : هذه مواعيده ليه ... من ...... سنين و العالم الله ان ذل حض ..... نصاب,['sadness']
هل من المعقول التضحية ب 700 مائة بطل عراقي من اجل تجربة رئيس فاشل وانشاء كيان سياسي ؟، هذني الشغلتين جان ممكن يصيرن بدون اي احتجاج اصلا حكومة عادل جانت متجهة نحو سحب الثقة بالبرلمان قبل الاحتجاجات,"['anticipation', 'disgust']"
باذن الله راح تنفرج ان شاء الله ،، و الله يسر اموركم ويفرج عليكم يا رب ## اسقاط _ القروض _ لليوم _19,['acceptance']
# vs هدف كوستاريكا # .,['neutral']
اه من الم قلبي هد لي حيلي ، اه 😔 .,['sadness']
لقد كان بإمكاني ان اتجاوزك منذ المرة الأولى التي شعرت ب ها انني احمل شيئا ما في داخلي نحوك .. لكنني وقعت بك وقوعا لا مفر لي منه و احببتك ب كل خوفي و قوتي و ضعفي .,['love']
كنت بكمل ضحك لين ما قال كلمة بايخة ومالها اي داعي و خلاص خرب الجو كله,['disgust']
ان كان الأمر كما ادعيت ولديك الأدلة الكافية على ذلك فإليك نصيحتي : 1/ مواجهته بالأمر مع بيان رفضك التام لأفعاله . 2/ تذكيره بأن تصرفاته تغضب الله و لا تمت بالرجولة بشيئ . 3/ ابلاغ احد من اهلك بالأمر ل كي يكون داعما لقرارك . اخيرا الإنفصال المبكر افضل من الإستمرار في ما يغضب الله .,['anticipation']
علمتني امي ♥ ️ ان اتوكل على الله .. هو سيحميني طالما لم اخطئ رحمك الله يا حبيبة قلبي,['acceptance']
{ رب نا لا تج عل نا مع ال قو م الظ المين } .. ----------------------- سورة الأعراف ، الاية : 4 7 ..,['acceptance']
هذا الوداع يا حسين 💔 . . # لبيك _ يا _ حسين # واحسيناه,"['love', 'sadness']"
يا اخوي ذا مقطع خربت النكته,['disgust']
الشيخ المؤيد يضرب عن الطعام في سجنه بأمريكا,['neutral']
تمر البال : مثل طاري يفرحني مثل موال ! و مثل غيمه مطرها سال ، مثل رجل لقى عياله بعد غيبة سنين طوال,"['love', 'acceptance']"
ف اذا صحوت ف انت اول خاطر .. و اذا غفا طرفي ف انت الاخر,"['love', 'acceptance']"
🙋‍♂️ زيادة مشاهدات ومتابعين # سناب و # تويتر من 10 الف الى 80 الف 📍✨🙆🏻‍♂️⭐️❤️ بأرخص الاسعار ⭐️❤️ و مع ضمان …,['neutral']
سورة السجدة ( تتجافى جنوبهم عن المضاجع يدعون ربهم خوفا وطمعا ومما رزقناهم ينفقون ),"['acceptance', 'fear']"
# اليورو يوسع نطاق تراجعاته امام # الدولار _ الأمريكي ، و # الذهب ينخفض ب سبب تراجع معنويات السوق ! تابعوا اخر تحليل فني ل لأسواق عبر هذا التقرير اليومي . # تداول _ مع _ اوربكس # اوربكس _ فوركس # اخبار _ اوربكس,['neutral']
عنجد هيك قالت ؟😮 السياسية الأسوأ سمعة في فرنسا يطلعلها تحكي ؟ خليني ساكتة احسن ... بس ب شكل عام المهاجرين المجنسين بفرنسا هم اكثر ناس عنصريين ولئيمين معانا .. كل مواقف العنصرية يلي تعرضت الها من وصلت فرنسا كانت اما من افارقة سود البشرة او عرب مجنسين .. شعور النقص عندهم مو طبيعي 🤦‍♀️🤦‍♀️,"['surprise', 'disgust']"
بحب مع سلمى ما عدا اخر ثانية ف يه .. لما تشاور بايدها و تقول ب اي .. مش ب الع الموضوع ده,"['love', 'sadness']"
حتى هذا نظر . المهم ان ميزانية الدولة ارتفعت ب فضل هؤلاء السكايرية الفاسدون,"['acceptance', 'disgust']"
بنخاف نتكلم نتألم وكلامنا يأثر و يعلم,"['sadness', 'fear']"
كل شخص يشوف الكوره بمنظوره .. عشان كذا ف يه اراء مختلفه زي فيتفا ناس تبغاه و ناس لا .. تخيل حتى بعضهم ينتقد السومه,"['acceptance', 'surprise']"
امتداد ل لتخبطات السابقة ( عواجيز مقابل شباب واعد ~ سقلهم الهلال ~ عندما يأول الأمر الى غير اهله تكون هذه النتيجة ~,['anger']
يا رجال حتى لو مافاز بالتصويت صدقني راح يكون احد المحللين مع وليد,['disgust']
# حياتك 45 ذيب يمثلني و الله 😭💔💔,['sadness']
سطر تحبه من اغاني عبدالمجيد ؟,['neutral']
جميلة ومجروحة ك بيروت 💔 # لبنان,"['acceptance', 'sadness']"
على بالي و لا انت داري باللي جرالي ♥️🎼,"['love', 'sadness']"
"غاري نيفيل ( لاعب مان يونايتد &amp ; محلل سكاي ): قد يكون هذا الموسم هو الذي سيحصل ف يه ليفربول على البريميرليغ , و علي ان انتقل الى بابوا غينيا الجديدة",['acceptance']
يعنى ايه الغلط مثلا اما اكون بعطش الجيم اظن مهياش عيبة يعنى او انا مش لازم اكون نسخة مكررة من كل الناس ، انا عيلتى ب تتكلم كدا و انا ب اتكلم كدا و عيالى هطلعهم بيتكلموا ب نفس الطريقة بردوا شوية انت من فلسطين ، طب انت خليجية ، طب هربانة من الصعيد ، لا و الدكاترة اللذوذة بقى انت من الشرقية,"['anger', 'disgust']"
سورة الكهف و الدعاء ساعة الإجابة لاتنسونهم يا جماعة,"['anticipation', 'acceptance']"
# الموازنة _2019 زواريب و سرقة ليزيدو الضريبة 😡 ⛽ و ارتفاع سعر البنزين واحدة من الزواريب و السرقات !!,['anger']
بقدر ما نسمعه من اصابات متعددة بفيروس # كورونا _ الجديد اجارنا الله و اياكم منه و رغم قلق الاباء على اطفالهم ، لكن و الله الحمد ان عددا قليلا نسبيا من الأطفال قد اثبتت اصابتهم بالفيروس ، و ان الوفيات بين الأطفال نادرة جدا .,['acceptance']
لا لا لا انني رهن تصرفك ... حسنا,['acceptance']
# نطالب _ تمديد _ الاجازه _ شهر كل هالاماكن اللي زرتها و تبي بعد 😳 اقول اخرتها ارجع لمكانك الاصلي هنا 😂,"['joy', 'disgust']"
ليون يخرج فريق ال 2 مليار يورو ! 8 سنوات كاملة وغوارديولا لا يحقق الأبطال .. 8 سنوات بدون ميسي وتشافي وإنييستا وألفيس وبويول وبيكيه وفيا و النتيجة واحدة . الفرق بين العبقرية والتكبر التكتيكي .. شعرة !,"['surprise', 'disgust']"
عينك حمرا من الشرر اللى ف يها ب سبب قهر النظام الحاكم,"['anger', 'disgust']"
اللهم اعط امي من الخير ما يكفيها ، و من الكفاية ما يغنيها ، و من الرضا ما يسعدها و من طيباتك ما لا ينتهي ابدا .,['acceptance']
# الفيس _ تايم طفش وجوع مو طبيعي 💔😞👌🏻,"['sadness', 'disgust']"
عندك اصابة في غضاريف الركبة ؟ 🤔 وش افضل العلاج الطبيعي او عملية منظار الركبة ؟ تابع الفيديو و تعرف الجواب ⬇️,['neutral']
خليلي عو جا ساعة وتهج را ونوحا على ما احد ث الدهر او ذرا !,"['surprise', 'sadness']"
انت هلقيت لما تقتل زلمة عنده 6 ولاد و تيتمهم شو بتفرق عن اليهودي اللي علق الشهيد بالجرافة الصبح ؟ شو بتفرق عن اليهودي اللي يتمني انا وإخوتي في ال 2014؟ اه شو بتفرق عنهم شو دينكم انتم ؟ اللي بخليكم تخطفوا حد 30 يوم و هو مريض سكري و معاه ضمور اعصاب و ما ترضو تعطوه الدوا كنوع من العقاب,"['anger', 'disgust']"
هذه اعمالكم الوسخه . هذه قلوبكم الظمانه . هذا حسدكم . هذا حقدكم . هذه عنصريتكم . هذه مناطقيتكم . الحضارم اقصد,"['anger', 'disgust']"
كنا و كانوا ف اه منا واه من كل ماكان 💔,['sadness']
و ان قفت الناس عنا ما لحقناها ما نرخص النفس للي ما يقدرها 😴✋🏻 # تسجيل _ دخول,['disgust']
"ل طالما شعرت بنوع من المسؤولية تجاه من احب ، تلك التي تدفعني ان اركن حزني جانبا وأتوجه نحوه و اقول : ما الذي يحزنك ؟ uly 27, 2019 at 11:45",['acceptance']
من سولت له نفسه سيكون عرضة للمساءلة والعقاب . الحج فريضه و ركن من اركان الاسلام لايسمح تسييسه او تحويله عن قدسيته ومكانته .,"['anticipation', 'anger']"
جرحتني جرح مقدر ومكتوب � � ستين يوم الجرح ينزف و لا طاب � � و الله لو اني على الامر مغلوب � � لأاقعد بداري من مساجين الاحباب � �,['sadness']
شت شفت هالفيلم يا رب ينقتل قبل مايخرج,['disgust']
ف لا تنهروها وتزجروها ب مجرد تقصير بسيط او موقف سلبي عابر ... اعذروها ف هي بيت من لابيت له ودار من لا دار له .,['acceptance']
مع الاسف مع حكومةالرزاز الوضع تحول لكارثة,"['sadness', 'disgust']"
من الصوالح # البيزاغ لي ديرهم البنت الجزائرية • كي تكون تاكل و ينوضوها نجيب كاش حاجة لازم تحط في فمها ل قمة ....,['acceptance']
|| شاهدوا كيف ان لحى السلطان تبرر لإعتقال المصلحين,['neutral']
طيب سؤال ثاني .. هل صحيح انهم بدأو يسمحون ل لنقابات الطلابية في الجامعات ؟,['surprise']
من اشوف صوره بوسكتس و الله يجيني احباط غريب,['sadness']
الله يسعد ايامج يا رب العالمين,['acceptance']
الفريدو بيدولا : ميلان سيجتمع غدا مع فيورنتينا من اجل حسم صفقة اللاعب فيريتوت ..,['neutral']
# انقذوا _ احمد _ مجدي في امان الله يا ولدي غرقك فضح غرقنا 😭,['sadness']
# عيد _ الجيش _ العراقي جيشنا في عيدكم ندعو ل كم بدوام النصر و الظفر ✌️ رحم الله شهدائكم و من مضى منكم و حفظ الله الباقين 🙏 رحمك الله ابي حبيبي عيدك في الجنة اجمل 💔,['acceptance']
اتمنى اننا ما ننقل بيننا ما يثير الكراهية والتطرف ، نترك كل انسان ب ما يعتقد يمارس عبادته كيف يشاء اهم شيء ما يشكل على مجتمعه تهديد او ثغرة امنية ، كلنا من سنة وشيعة مقصرون و ل نا رب يحاسبنا على الخطأ .. مارس دينك داخل المسجد او الحسينية وخارجه مارس وطنيتك فقط .,"['anticipation', 'acceptance']"
بيا يحطم السويد ب هدف قاتل,['neutral']
دامك رخيص وماتعز الا الرخيص خلك مع غيري انا غاللي عليك .,"['anger', 'disgust']"
هاهاهاها احا ف يه ايه ؟!,['neutral']
شركة جوجل تحمل شعار السنة الكبيسة ، ب معنى السنة هيكون ف يها 366 يوم الطبيعي ان الأرض بتدور حول الشمس في مدة 365 يوم وربع عشان كده كل اربع سنين بتظهر سنة كبيسة من 366 يوم . وبيتم الإحتفال ب يه في يوم 29 فبراير اللي بيتكرر كل 4 سنين مرة ...,['neutral']
انا حلمت باختبار اليوم اكتئبت و الله و شلون تبينها تنعاد !,"['sadness', 'fear']"
انا مش طالب حاجه غير ان نيلز يلعب في مركزو الاساسي مش اكثر,"['anticipation', 'acceptance']"
بجيحح حتى عام 2006 ماسوو زيه وش ذا القرف,['disgust']
( انا شخص ما يمتلك عدة وجيه اما يحب ب صدق .. و لا يعادي ),['acceptance']
يبدو انه كان يخاطب عقول من الفئه الشعريه ل هذا لم يعرفوا تعريف الزهد ، ان كان كما يقول يأخذ الزهد فقط من ابن عثيمين ، اذا لتأخذ كل فعل من الرسول لأنه في ذلك الوقت يصبح الشخص مستشرف ف لا يقبل الكلام ، عقول واهيه و لكن الأخ يغار كيف ل كم ان تسبوا حبيبه الشاعر ف هو معصوم و صادق,['disgust']
ماذا جرى في المتوسط الايام الماضية ؟!! و كيف اظهرت تركيا امكانات تكنلوجية عسكريه ضخمه ارعبت الاوروبيين و غيرهم و ما علاقة شركة اسلسان التركيه في ذلك ؟ و ما موقف الامريكان والروس مما جرى ؟ و ماهي الاتجاهات الدوليه التي قد تحصل بناء على ما جرى ؟ نجاوب عليها في هذه السلسله القصيرة,"['anticipation', 'surprise']"
- من المسيطر دائما عليك ف قرارتك 😳😳😳 قلبك ام عقلك ؟🙈🙈🙈 -- غبائي 😂😂😂,"['joy', 'disgust']"
انا ب قول الشتا يجيي اسرع من كدا شوية بقي,['anticipation']
ان عطس من كنت تظنه نيما فأنتبه انت مراقب !,['anticipation']
يا و لد لا انت شفيك 😭😭😭! اسفطك تقال ب معنى اضربك مثلا وخري لا اسفطك يعني وخري لا اضربك,"['sadness', 'disgust']"
قصة حقيقية : حصلت في الباحة ب السعوديه القصة لأب كبير في السن كانت وظيفته معلم بس زمان اول . ( جيل الطيبين ) اسمه ...,['neutral']
# كلمه _ ل امك امي يا نبع الحنان ❤️ هاك من قلبي سلام,"['love', 'acceptance']"
# حياتك 47 ذككرييات 😿💔💔,['sadness']
انتصف الشهر خلاص المفروض الناس معدله نومها > يعني انتي اللي معدل نومك . انا انصح ب الحليب او النعناع المغلي او قهوة تركية > خربتها,['acceptance']
افتحوا معبر رفح جرحى غزة ينتظرون السفر بأجساد تنزف ! # يوم _ الجريح _ الفلسطيني # قروب _ عشاق _ فلسطين,['neutral']
"لا تنسونا من خالص دعائكم هذه الليلة ,, اعتقكم الله جميعا من النار ,, وأسكنكم اعالي الجنان",['acceptance']
على اساس انكم محترمين معهم,"['anger', 'disgust']"
العالم نيام و انا قاعدة اسهر ماوراي دوام,['acceptance']
الولد : قصي و ابو القاسم البنت : مودة و فاطمة,['neutral']
يلي عندو شي حدا - اخ اخت قريب - نجح ب البكالوريا بدنا حلوان مرتب,['anticipation']
